EventName,EventDate,Quantity,Price,EventDateNo
Toni Erdmann,"Mar 19, 2017 11:30:00 AM",20,141.75,2
Toni Erdmann,"Mar 23, 2017 3:45:00 PM",25,177.75,3
Toni Morrison: The Pieces I am ,"Aug 30, 2019 7:00:00 PM",19,153.0,1
Toni Morrison: The Pieces I am ,"Aug 31, 2019 2:00:00 PM",28,229.25,2
Toni Morrison: The Pieces I am ,"Aug 31, 2019 7:00:00 PM",22,196.25,3
Tony Conrad: Completely in the Present,"Apr 9, 2017 7:30:00 PM",38,304.0,1
Too Late to Die Young ,"Jun 14, 2019 4:30:00 PM",4,32.0,1
Too Late to Die Young ,"Jun 15, 2019 2:00:00 PM",7,59.75,2
Too Late to Die Young ,"Jun 15, 2019 7:00:00 PM",17,146.5,3
Too Late to Die Young ,"Jun 16, 2019 12:00:00 PM",4,24.0,4
Too Late to Die Young ,"Jun 16, 2019 5:00:00 PM",10,75.0,5
Too Late to Die Young ,"Jun 17, 2019 7:30:00 PM",7,65.0,6
Too Late to Die Young ,"Jun 18, 2019 5:00:00 PM",4,33.5,7
Too Late to Die Young ,"Jun 20, 2019 4:30:00 PM",7,59.0,8
Transit,"Apr 1, 2019 7:30:00 PM",6,55.0,1
Transit,"Apr 2, 2019 7:30:00 PM",19,168.25,2
Transit,"Apr 3, 2019 5:00:00 PM",12,98.25,3
Transit,"Apr 4, 2019 5:00:00 PM",8,67.0,4
Transit,"Mar 29, 2019 7:30:00 PM",10,86.5,5
Transit,"Mar 30, 2019 7:30:00 PM",10,84.75,6
Transit,"Mar 31, 2019 4:30:00 PM",8,58.25,7
Trespassing Bergman,"Sep 3, 2018 5:00:00 PM",13,70.0,1
Truth or Dare,"Apr 12, 2018 7:30:00 PM",5,0.0,1
Twin Peaks: Fire Walk with Me ,"May 19, 2017 10:00:00 PM",39,312.0,1
Twin Peaks: Fire Walk with Me ,"May 20, 2017 10:00:00 PM",35,280.0,2
Twin Peaks: Fire Walk with Me ,"May 23, 2017 7:00:00 PM",20,160.0,3
Twin Peaks: Fire Walk with Me ,"May 25, 2017 10:00:00 PM",17,136.0,4
Twister,"May 12, 2017 10:00:00 PM",32,256.0,1
Twister,"May 13, 2017 10:00:00 PM",18,144.0,2
Twister,"May 18, 2017 10:00:00 PM",8,64.0,3
Velvet Goldmine,"Nov 16, 2018 10:00:00 PM",4,8.0,1
Velvet Goldmine,"Nov 17, 2018 10:00:00 PM",12,96.0,2
Viceroy's House,"Oct 1, 2017 2:30:00 PM",12,90.0,1
Viceroy's House,"Oct 1, 2017 5:00:00 PM",22,162.0,2
Viceroy's House,"Oct 2, 2017 5:00:00 PM",5,39.0,3
Viceroy's House,"Oct 2, 2017 7:30:00 PM",16,129.25,4
Viceroy's House,"Oct 3, 2017 5:00:00 PM",9,70.5,5
Viceroy's House,"Oct 3, 2017 7:30:00 PM",47,392.5,6
Viceroy's House,"Oct 4, 2017 4:30:00 PM",12,90.75,7
Viceroy's House,"Oct 5, 2017 4:30:00 PM",18,123.0,8
Viceroy's House,"Sep 29, 2017 10:00:00 PM",1,0.0,9
Viceroy's House,"Sep 29, 2017 5:00:00 PM",13,102.75,10
Viceroy's House,"Sep 29, 2017 7:30:00 PM",27,238.0,11
Viceroy's House,"Sep 30, 2017 10:00:00 PM",2,18.0,12
Viceroy's House,"Sep 30, 2017 2:30:00 PM",24,176.25,13
Viceroy's House,"Sep 30, 2017 5:00:00 PM",23,176.25,14
Viceroy's House,"Sep 30, 2017 7:30:00 PM",33,292.25,15
Victoria and Abdul,"Oct 10, 2017 5:00:00 PM",52,396.0,1
Victoria and Abdul,"Oct 10, 2017 7:30:00 PM",51,404.75,2
Victoria and Abdul,"Oct 11, 2017 5:30:00 PM",45,346.5,3
Victoria and Abdul,"Oct 12, 2017 5:00:00 PM",29,219.75,4
Victoria and Abdul,"Oct 12, 2017 7:30:00 PM",13,108.25,5
Victoria and Abdul,"Oct 13, 2017 5:00:00 PM",19,149.25,6
Victoria and Abdul,"Oct 13, 2017 7:30:00 PM",50,413.0,7
Victoria and Abdul,"Oct 14, 2017 1:00:00 PM",11,88.5,8
Victoria and Abdul,"Oct 14, 2017 3:30:00 PM",33,255.0,9
Victoria and Abdul,"Oct 14, 2017 6:00:00 PM",24,214.75,10
Victoria and Abdul,"Oct 14, 2017 8:30:00 PM",16,146.5,11
Victoria and Abdul,"Oct 15, 2017 1:00:00 PM",22,171.0,12
Victoria and Abdul,"Oct 15, 2017 3:30:00 PM",51,361.5,13
Victoria and Abdul,"Oct 15, 2017 6:00:00 PM",32,273.5,14
Victoria and Abdul,"Oct 15, 2017 8:30:00 PM",12,108.75,15
Victoria and Abdul,"Oct 16, 2017 5:00:00 PM",12,90.0,16
Victoria and Abdul,"Oct 16, 2017 7:30:00 PM",12,102.0,17
Victoria and Abdul,"Oct 17, 2017 5:00:00 PM",14,98.25,18
Victoria and Abdul,"Oct 18, 2017 4:30:00 PM",11,85.5,19
Victoria and Abdul,"Oct 19, 2017 5:00:00 PM",17,116.25,20
Victoria and Abdul,"Oct 19, 2017 7:30:00 PM",11,88.75,21
Victoria and Abdul,"Oct 20, 2017 4:30:00 PM",13,98.25,22
Victoria and Abdul,"Oct 20, 2017 7:00:00 PM",20,172.25,23
Victoria and Abdul,"Oct 21, 2017 2:00:00 PM",12,87.0,24
Victoria and Abdul,"Oct 21, 2017 4:30:00 PM",32,244.5,25
Victoria and Abdul,"Oct 21, 2017 7:00:00 PM",20,169.25,26
Victoria and Abdul,"Oct 22, 2017 1:00:00 PM",14,109.5,27
Victoria and Abdul,"Oct 22, 2017 3:30:00 PM",16,117.75,28
Victoria and Abdul,"Oct 23, 2017 5:00:00 PM",1,8.25,29
Victoria and Abdul,"Oct 23, 2017 7:30:00 PM",5,41.75,30
Victoria and Abdul,"Oct 24, 2017 5:00:00 PM",2,15.0,31
Victoria and Abdul,"Oct 24, 2017 7:30:00 PM",4,39.0,32
Victoria and Abdul,"Oct 25, 2017 4:30:00 PM",5,37.5,33
Victoria and Abdul,"Oct 25, 2017 7:00:00 PM",8,64.5,34
Victoria and Abdul,"Oct 26, 2017 4:30:00 PM",13,101.25,35
Victoria and Abdul,"Oct 26, 2017 7:00:00 PM",16,140.25,36
Victoria and Abdul,"Oct 6, 2017 5:00:00 PM",95,734.25,37
Victoria and Abdul,"Oct 6, 2017 7:30:00 PM",87,746.0,38
Victoria and Abdul,"Oct 7, 2017 2:30:00 PM",86,660.5,39
Victoria and Abdul,"Oct 7, 2017 5:00:00 PM",92,695.25,40
Victoria and Abdul,"Oct 7, 2017 7:30:00 PM",106,925.25,41
Victoria and Abdul,"Oct 8, 2017 2:30:00 PM",142,1072.5,42
Victoria and Abdul,"Oct 8, 2017 5:00:00 PM",66,513.0,43
Victoria and Abdul,"Oct 8, 2017 7:30:00 PM",35,306.0,44
Victoria and Abdul,"Oct 9, 2017 5:00:00 PM",57,441.5,45
Victoria and Abdul,"Oct 9, 2017 7:30:00 PM",26,194.5,46
Warehoused,"Jun 20, 2017 7:00:00 PM",21,210.0,1
Weiner,"Jul 10, 2016 10:00:00 PM",18,144.0,1
Weiner,"Jul 13, 2016 10:00:00 PM",26,208.0,2
Weiner,"Jun 27, 2016 4:30:00 PM",4,31.75,3
Wendy and Lucy,"Jan 23, 2018 7:30:00 PM",57,511.0,1
What Ever Happened to Baby Jane?,"May 21, 2017 11:30:00 AM",7,54.0,1
What Ever Happened to Baby Jane?,"May 22, 2017 7:00:00 PM",64,603.25,2
Whose Streets?,"Sep 5, 2017 7:00:00 PM",41,381.5,1
Whose Streets?,"Sep 6, 2017 7:00:00 PM",22,193.5,2
Why Don’t You Play in Hell?,"Jan 18, 2019 9:30:00 PM",8,64.0,1
Why Don’t You Play in Hell?,"Jan 19, 2019 9:30:00 PM",5,24.0,2
Why Don’t You Play in Hell?,"Jan 23, 2019 9:30:00 PM",8,56.0,3
Wild & Scenic Film Festival 2017,"Apr 4, 2017 6:00:00 PM",172,2030.0,1
Wild Nights with Emily,"May 17, 2019 7:30:00 PM",29,266.5,1
Wild Nights with Emily,"May 18, 2019 2:30:00 PM",8,59.75,2
Wild Nights with Emily,"May 18, 2019 4:30:00 PM",11,83.75,3
Wild Nights with Emily,"May 19, 2019 1:00:00 PM",17,140.5,4
Wild Nights with Emily,"May 20, 2019 5:00:00 PM",12,99.0,5
Wild Nights with Emily,"May 21, 2019 5:00:00 PM",14,104.75,6
Wild Nights with Emily,"May 22, 2019 5:00:00 PM",13,83.75,7
Wild Nights with Emily,"May 23, 2019 5:00:00 PM",28,233.0,8
Wildlife,"Dec 1, 2018 2:30:00 PM",35,292.75,1
Wildlife,"Dec 1, 2018 5:00:00 PM",25,208.25,2
Wildlife,"Dec 1, 2018 7:30:00 PM",42,384.0,3
Wildlife,"Dec 2, 2018 2:30:00 PM",21,174.75,4
Wildlife,"Dec 2, 2018 5:00:00 PM",15,123.0,5
Wildlife,"Dec 2, 2018 7:30:00 PM",12,105.25,6
Wildlife,"Dec 3, 2018 5:00:00 PM",6,52.5,7
Wildlife,"Dec 3, 2018 7:30:00 PM",9,78.25,8
Wildlife,"Dec 4, 2018 5:00:00 PM",15,122.25,9
Wildlife,"Dec 4, 2018 7:30:00 PM",14,130.0,10
Wildlife,"Dec 5, 2018 4:30:00 PM",5,42.25,11
Wildlife,"Dec 5, 2018 7:00:00 PM",8,56.75,12
Wildlife,"Dec 6, 2018 4:30:00 PM",10,72.0,13
Wildlife,"Dec 6, 2018 7:00:00 PM",5,36.5,14
Wildlife,"Dec 7, 2018 7:30:00 PM",19,150.5,15
Wildlife,"Dec 8, 2018 2:30:00 PM",18,153.0,16
Wildlife,"Dec 9, 2018 5:00:00 PM",29,241.0,17
Wildlife,"Nov 30, 2018 5:00:00 PM",13,100.5,18
Wildlife,"Nov 30, 2018 7:30:00 PM",18,151.0,19
Willy Wonka & the Chocolate Factory,"Sep 3, 2016 11:30:00 AM",39,295.0,1
Woman at War,"Apr 2, 2019 5:00:00 PM",5,40.0,1
Woman at War,"Apr 3, 2019 7:30:00 PM",16,146.25,2
Woman at War,"Apr 4, 2019 7:30:00 PM",25,211.75,3
Woman at War,"Mar 29, 2019 5:00:00 PM",13,106.25,4
Woman at War,"Mar 30, 2019 5:00:00 PM",14,110.75,5
Woman at War,"Mar 31, 2019 2:00:00 PM",22,183.5,6
Won't You Be My Neighbor?,"Aug 31, 2018 2:20:00 PM",9,61.25,1
Won't You Be My Neighbor?,"Jul 1, 2018 2:45:00 PM",138,1169.5,2
Won't You Be My Neighbor?,"Jul 1, 2018 5:00:00 PM",80,668.0,3
Won't You Be My Neighbor?,"Jul 1, 2018 7:15:00 PM",63,580.25,4
Won't You Be My Neighbor?,"Jul 10, 2018 5:00:00 PM",75,608.5,5
Won't You Be My Neighbor?,"Jul 10, 2018 7:15:00 PM",77,668.5,6
Won't You Be My Neighbor?,"Jul 11, 2018 2:45:00 PM",20,168.25,7
Won't You Be My Neighbor?,"Jul 11, 2018 5:00:00 PM",41,348.0,8
Won't You Be My Neighbor?,"Jul 11, 2018 7:15:00 PM",67,625.5,9
Won't You Be My Neighbor?,"Jul 12, 2018 2:45:00 PM",13,100.5,10
Won't You Be My Neighbor?,"Jul 12, 2018 5:00:00 PM",29,236.25,11
Won't You Be My Neighbor?,"Jul 12, 2018 7:15:00 PM",113,1086.0,12
Won't You Be My Neighbor?,"Jul 13, 2018 2:30:00 PM",11,91.0,13
Won't You Be My Neighbor?,"Jul 13, 2018 5:00:00 PM",28,234.0,14
Won't You Be My Neighbor?,"Jul 13, 2018 7:30:00 PM",69,624.75,15
Won't You Be My Neighbor?,"Jul 14, 2018 2:15:00 PM",53,454.75,16
Won't You Be My Neighbor?,"Jul 14, 2018 5:00:00 PM",39,332.25,17
Won't You Be My Neighbor?,"Jul 14, 2018 7:30:00 PM",33,305.25,18
Won't You Be My Neighbor?,"Jul 15, 2018 2:15:00 PM",53,446.5,19
Won't You Be My Neighbor?,"Jul 15, 2018 5:00:00 PM",26,220.75,20
Won't You Be My Neighbor?,"Jul 15, 2018 7:30:00 PM",34,297.5,21
Won't You Be My Neighbor?,"Jul 16, 2018 5:00:00 PM",32,275.5,22
Won't You Be My Neighbor?,"Jul 17, 2018 5:00:00 PM",26,218.5,23
Won't You Be My Neighbor?,"Jul 18, 2018 2:45:00 PM",19,157.75,24
Won't You Be My Neighbor?,"Jul 18, 2018 5:00:00 PM",17,142.25,25
Won't You Be My Neighbor?,"Jul 18, 2018 7:15:00 PM",49,452.25,26
Won't You Be My Neighbor?,"Jul 19, 2018 2:45:00 PM",16,129.5,27
Won't You Be My Neighbor?,"Jul 19, 2018 5:00:00 PM",14,111.5,28
Won't You Be My Neighbor?,"Jul 19, 2018 7:15:00 PM",73,705.5,29
Won't You Be My Neighbor?,"Jul 2, 2018 5:00:00 PM",39,318.75,30
Won't You Be My Neighbor?,"Jul 2, 2018 7:15:00 PM",69,661.5,31
Won't You Be My Neighbor?,"Jul 27, 2018 11:30:00 AM",36,304.5,32
Won't You Be My Neighbor?,"Jul 3, 2018 5:00:00 PM",4,35.0,33
Won't You Be My Neighbor?,"Jul 3, 2018 7:15:00 PM",110,1050.0,34
Won't You Be My Neighbor?,"Jul 4, 2018 2:45:00 PM",176,1478.0,35
Won't You Be My Neighbor?,"Jul 4, 2018 5:00:00 PM",52,430.25,36
Won't You Be My Neighbor?,"Jul 4, 2018 7:15:00 PM",46,420.0,37
Won't You Be My Neighbor?,"Jul 5, 2018 2:45:00 PM",57,457.75,38
Won't You Be My Neighbor?,"Jul 5, 2018 5:00:00 PM",49,416.0,39
Won't You Be My Neighbor?,"Jul 5, 2018 7:15:00 PM",71,651.0,40
Won't You Be My Neighbor?,"Jul 6, 2018 2:30:00 PM",31,259.0,41
Won't You Be My Neighbor?,"Jul 6, 2018 5:00:00 PM",30,252.0,42
Won't You Be My Neighbor?,"Jul 6, 2018 7:30:00 PM",87,821.5,43
Won't You Be My Neighbor?,"Jul 7, 2018 2:15:00 PM",52,440.75,44
Won't You Be My Neighbor?,"Jul 7, 2018 5:00:00 PM",53,440.0,45
Won't You Be My Neighbor?,"Jul 7, 2018 7:30:00 PM",95,903.5,46
Won't You Be My Neighbor?,"Jul 8, 2018 2:15:00 PM",69,579.25,47
Won't You Be My Neighbor?,"Jul 8, 2018 5:00:00 PM",59,504.25,48
Won't You Be My Neighbor?,"Jul 8, 2018 7:30:00 PM",43,400.5,49
Won't You Be My Neighbor?,"Jul 9, 2018 5:00:00 PM",55,457.5,50
Won't You Be My Neighbor?,"Jun 29, 2018 2:45:00 PM",37,285.5,51
Won't You Be My Neighbor?,"Jun 29, 2018 5:00:00 PM",61,506.75,52
Won't You Be My Neighbor?,"Jun 29, 2018 7:15:00 PM",161,1475.5,53
Won't You Be My Neighbor?,"Jun 30, 2018 2:45:00 PM",100,838.75,54
Won't You Be My Neighbor?,"Jun 30, 2018 5:00:00 PM",55,451.75,55
Won't You Be My Neighbor?,"Jun 30, 2018 7:15:00 PM",126,1168.5,56
Won't You Be My Neighbor?,"Sep 1, 2018 4:30:00 PM",66,552.25,57
Won't You Be My Neighbor?,"Sep 4, 2018 4:30:00 PM",34,287.25,58
Yellow Submarine,"Aug 11, 2018 11:00:00 AM",41,324.0,1
Yellow Submarine,"Aug 12, 2018 11:00:00 AM",70,571.25,2
Yellow Submarine,"Aug 7, 2018 7:30:00 PM",88,790.0,3
You Were Never Really Here,"May 18, 2018 5:00:00 PM",12,84.5,1
You Were Never Really Here,"May 18, 2018 7:30:00 PM",27,256.0,2
You Were Never Really Here,"May 19, 2018 2:30:00 PM",12,91.0,3
You Were Never Really Here,"May 19, 2018 5:00:00 PM",6,52.5,4
You Were Never Really Here,"May 19, 2018 7:30:00 PM",27,245.25,5
You Were Never Really Here,"May 20, 2018 2:45:00 PM",18,156.0,6
You Were Never Really Here,"May 20, 2018 5:00:00 PM",11,94.0,7
You Were Never Really Here,"May 20, 2018 7:30:00 PM",26,252.25,8
You Were Never Really Here,"May 21, 2018 5:00:00 PM",11,93.25,9
You Were Never Really Here,"May 21, 2018 7:30:00 PM",26,225.25,10
You Were Never Really Here,"May 22, 2018 5:00:00 PM",15,129.75,11
You Were Never Really Here,"May 23, 2018 5:00:00 PM",17,144.25,12
You Were Never Really Here,"May 24, 2018 5:00:00 PM",17,145.0,13
Your Name.,"Jun 1, 2017 10:00:00 PM",74,592.0,1
Your Name.,"Jun 10, 2017 10:00:00 PM",56,448.0,2
Your Name.,"Jun 14, 2017 10:00:00 PM",54,424.0,3
Your Name.,"Jun 2, 2017 10:00:00 PM",25,200.0,4
Your Name.,"Jun 2, 2017 5:00:00 PM",16,124.25,5
Your Name.,"Jun 3, 2017 10:00:00 PM",33,264.0,6
Your Name.,"Jun 3, 2017 5:00:00 PM",31,240.5,7
Your Name.,"Jun 4, 2017 2:00:00 PM",16,121.0,8
Your Name.,"Jun 6, 2017 5:00:00 PM",30,231.75,9
Your Name.,"Jun 7, 2017 5:00:00 PM",16,125.25,10
Your Name.,"Jun 8, 2017 5:00:00 PM",37,273.5,11
Your Name.,"May 26, 2017 10:00:00 PM",126,992.0,12
Your Name.,"May 27, 2017 10:00:00 PM",82,656.0,13
Your Name.,"May 28, 2017 11:30:00 AM",126,988.75,14
Your Name.,"May 31, 2017 10:00:00 PM",118,936.0,15
Zama,"Mar 15, 2019 4:00:00 PM",1,8.75,1
Zama,"Mar 17, 2019 4:30:00 PM",7,50.25,2
Zama,"Mar 20, 2019 7:30:00 PM",15,140.5,3
Zama,"Mar 21, 2019 7:30:00 PM",10,83.75,4
Zarafa,"Jul 22, 2017 11:30:00 AM",62,0.0,1
Zarafa,"Jul 23, 2017 11:30:00 AM",57,0.0,2
