EventName,EventDate,Quantity,Price
Moonlight,"Nov 16, 2016 7:00:00 PM",47,415.75
Moonlight,"Nov 16, 2016 9:30:00 PM",9,77.25
Moonlight,"Nov 17, 2016 2:00:00 PM",4,31.5
Moonlight,"Nov 17, 2016 4:30:00 PM",11,85.5
Moonlight,"Nov 17, 2016 7:00:00 PM",42,367.75
Moonlight,"Nov 17, 2016 9:30:00 PM",15,132.75
Moonlight,"Nov 18, 2016 10:00:00 PM",28,228.0
Moonlight,"Nov 18, 2016 5:00:00 PM",26,204.75
Moonlight,"Nov 18, 2016 7:30:00 PM",50,436.5
Moonlight,"Nov 19, 2016 10:00:00 PM",21,163.5
Moonlight,"Nov 19, 2016 2:30:00 PM",36,270.0
Moonlight,"Nov 19, 2016 5:00:00 PM",39,307.5
Moonlight,"Nov 19, 2016 7:30:00 PM",69,598.5
Moonlight,"Nov 20, 2016 12:00:00 PM",9,72.0
Moonlight,"Nov 20, 2016 2:30:00 PM",28,213.75
Moonlight,"Nov 20, 2016 5:00:00 PM",22,174.75
Moonlight,"Nov 20, 2016 7:30:00 PM",28,254.75
Moonlight,"Nov 21, 2016 5:00:00 PM",22,174.0
Moonlight,"Nov 21, 2016 7:30:00 PM",27,249.25
Moonlight,"Nov 22, 2016 5:00:00 PM",23,183.75
Moonlight,"Nov 22, 2016 7:30:00 PM",63,577.0
More Blood!,"Aug 29, 2018 7:00:00 PM",2,0.0
Morris from America,"Sep 17, 2016 7:30:00 PM",31,277.5
Morris from America,"Sep 18, 2016 7:30:00 PM",22,197.75
Morris from America,"Sep 20, 2016 9:00:00 PM",3,29.25
Morris from America,"Sep 22, 2016 5:00:00 PM",12,93.75
Mortal Kombat,"Sep 13, 2017 10:00:00 PM",152,0.0
Moses and Aaron,"Nov 28, 2017 7:00:00 PM",7,0.0
Mountainfilm 2017,"Mar 28, 2017 7:00:00 PM",245,3010.0
Mountainfilm 2019,"Apr 9, 2019 7:00:00 PM",219,2630.0
Mr. Gaga,"Jun 4, 2017 7:00:00 PM",62,614.0
Multiple Maniacs,"Sep 10, 2016 10:00:00 PM",17,120.0
Multiple Maniacs,"Sep 15, 2016 10:00:00 PM",16,128.0
Multiple Maniacs,"Sep 9, 2016 10:00:00 PM",19,152.0
My Cousin Rachel,"Jun 10, 2017 2:30:00 PM",48,361.5
My Cousin Rachel,"Jun 10, 2017 5:00:00 PM",36,277.5
My Cousin Rachel,"Jun 10, 2017 7:30:00 PM",65,572.75
My Cousin Rachel,"Jun 11, 2017 2:15:00 PM",47,368.25
My Cousin Rachel,"Jun 11, 2017 4:30:00 PM",25,194.25
My Cousin Rachel,"Jun 12, 2017 5:00:00 PM",9,71.25
My Cousin Rachel,"Jun 12, 2017 7:30:00 PM",13,115.5
My Cousin Rachel,"Jun 13, 2017 5:30:00 PM",18,140.25
My Cousin Rachel,"Jun 14, 2017 5:00:00 PM",8,54.75
My Cousin Rachel,"Jun 14, 2017 7:30:00 PM",24,211.5
My Cousin Rachel,"Jun 15, 2017 5:00:00 PM",20,154.5
My Cousin Rachel,"Jun 15, 2017 7:30:00 PM",15,134.25
My Cousin Rachel,"Jun 16, 2017 5:00:00 PM",21,164.25
My Cousin Rachel,"Jun 16, 2017 7:30:00 PM",36,302.5
My Cousin Rachel,"Jun 17, 2017 5:00:00 PM",21,164.25
My Cousin Rachel,"Jun 17, 2017 7:30:00 PM",33,281.0
My Cousin Rachel,"Jun 18, 2017 2:15:00 PM",21,162.75
My Cousin Rachel,"Jun 18, 2017 4:30:00 PM",8,62.25
My Cousin Rachel,"Jun 19, 2017 4:30:00 PM",7,53.25
My Cousin Rachel,"Jun 20, 2017 4:30:00 PM",8,60.75
My Cousin Rachel,"Jun 21, 2017 5:00:00 PM",10,77.25
My Cousin Rachel,"Jun 21, 2017 7:30:00 PM",15,137.75
My Cousin Rachel,"Jun 22, 2017 5:00:00 PM",18,137.25
My Cousin Rachel,"Jun 22, 2017 7:30:00 PM",9,81.0
My Cousin Rachel,"Jun 9, 2017 5:00:00 PM",37,283.5
My Cousin Rachel,"Jun 9, 2017 7:30:00 PM",38,341.25
My Neighbor Totoro,"Jul 15, 2016 10:00:00 PM",46,368.0
My Neighbor Totoro,"Jul 16, 2016 10:00:00 AM",108,0.0
My Neighbor Totoro,"Jul 16, 2016 10:00:00 PM",48,384.0
My Neighbor Totoro,"Jul 16, 2016 12:00:00 PM",174,0.0
My Neighbor Totoro,"Jul 20, 2016 10:00:00 PM",41,328.0
My Neighbor Totoro,"Jul 21, 2016 10:00:00 PM",41,328.0
NYICFF Best of the Fest,"Aug 6, 2016 10:00:00 AM",57,0.0
NYICFF Best of the Fest,"Aug 6, 2016 12:00:00 PM",77,0.0
Nancy,"Aug 18, 2018 10:00:00 PM",21,120.0
Nancy,"Aug 23, 2018 10:00:00 PM",6,48.0
National Theatre Live: Follies,"Dec 10, 2017 1:00:00 PM",21,361.5
National Theatre Live: Follies,"Dec 9, 2017 1:00:00 PM",42,728.5
National Theatre Live: Julie,"Sep 29, 2018 11:45:00 AM",3,54.0
National Theatre Live: Julie,"Sep 30, 2018 11:45:00 AM",3,54.0
National Theatre Live: The Threepenny Opera,"Oct 16, 2016 2:00:00 PM",21,303.5
National Theatre Live: The Threepenny Opera,"Oct 18, 2016 7:00:00 PM",10,158.0
National Theatre Live: Yerma,"Oct 1, 2017 12:00:00 PM",17,277.0
National Theatre Live: Yerma,"Sep 30, 2017 12:00:00 PM",13,228.5
Nausicaä of the Valley of the Wind,"Apr 17, 2019 7:30:00 PM",161,1470.5
Neruda,"Mar 7, 2017 7:00:00 PM",84,540.0
Night of the Living Dead,"Nov 1, 2017 9:30:00 PM",11,88.0
Night of the Living Dead,"Nov 2, 2017 9:30:00 PM",7,56.0
Night of the Living Dead,"Oct 28, 2017 10:00:00 PM",12,96.0
Nise: The Heart of Madness,"Oct 3, 2016 7:00:00 PM",48,423.5
Nise: The Heart of Madness,"Oct 4, 2016 5:00:00 PM",6,47.25
No Man's Land,"Feb 25, 2017 11:00:00 AM",42,654.0
No Man's Land,"Feb 26, 2017 11:00:00 AM",49,783.0
Non-Fiction ,"Jun 14, 2019 7:00:00 PM",16,131.0
Non-Fiction ,"Jun 15, 2019 4:30:00 PM",19,152.75
Non-Fiction ,"Jun 16, 2019 2:30:00 PM",15,114.25
Non-Fiction ,"Jun 16, 2019 7:30:00 PM",18,152.5
Non-Fiction ,"Jun 17, 2019 5:00:00 PM",3,24.75
Non-Fiction ,"Jun 18, 2019 7:30:00 PM",7,66.75
Non-Fiction ,"Jun 19, 2019 5:00:00 PM",15,136.0
Non-Fiction ,"Jun 20, 2019 7:00:00 PM",16,130.25
Norman,"May 12, 2017 5:00:00 PM",33,251.25
Norman,"May 12, 2017 7:30:00 PM",36,309.0
Norman,"May 13, 2017 12:00:00 PM",12,92.25
Norman,"May 13, 2017 2:30:00 PM",22,167.25
Norman,"May 13, 2017 5:00:00 PM",31,239.25
Norman,"May 13, 2017 7:30:00 PM",49,423.5
Norman,"May 14, 2017 2:30:00 PM",28,214.5
Norman,"May 14, 2017 5:00:00 PM",21,159.75
Norman,"May 14, 2017 7:30:00 PM",16,138.5
Norman,"May 15, 2017 5:00:00 PM",9,69.0
Norman,"May 15, 2017 7:30:00 PM",11,91.5
Norman,"May 16, 2017 4:30:00 PM",1,8.25
Norman,"May 17, 2017 3:30:00 PM",18,135.0
Norman,"May 17, 2017 6:00:00 PM",6,53.25
Norman,"May 17, 2017 8:30:00 PM",8,74.5
Norman,"May 18, 2017 5:00:00 PM",5,37.5
Norman,"May 18, 2017 7:30:00 PM",24,200.5
Norman,"May 19, 2017 5:00:00 PM",17,129.0
Norman,"May 19, 2017 7:30:00 PM",45,394.25
Norman,"May 20, 2017 2:30:00 PM",41,313.5
Norman,"May 20, 2017 5:00:00 PM",28,207.75
Norman,"May 20, 2017 7:30:00 PM",71,612.75
Norman,"May 21, 2017 2:30:00 PM",23,177.0
Norman,"May 21, 2017 5:00:00 PM",17,129.0
Norman,"May 21, 2017 7:30:00 PM",14,123.25
Norman,"May 22, 2017 4:30:00 PM",9,70.5
Norman,"May 23, 2017 4:30:00 PM",8,63.75
Norman,"May 24, 2017 5:00:00 PM",8,60.75
Norman,"May 24, 2017 7:30:00 PM",19,166.5
Norman,"May 25, 2017 5:00:00 PM",6,45.75
Norman,"May 25, 2017 7:30:00 PM",15,132.75
Nosferatu + Live Score by the Invincible Czars,"Oct 23, 2016 8:00:00 PM",211,2418.0
Novitiate,"Nov 24, 2017 4:45:00 PM",21,162.75
Novitiate,"Nov 24, 2017 7:30:00 PM",11,84.25
Novitiate,"Nov 25, 2017 4:00:00 PM",11,46.5
Novitiate,"Nov 25, 2017 7:00:00 PM",8,67.5
Novitiate,"Nov 26, 2017 2:15:00 PM",14,94.5
Novitiate,"Nov 26, 2017 4:45:00 PM",10,81.75
Novitiate,"Nov 26, 2017 7:30:00 PM",6,25.75
Novitiate,"Nov 27, 2017 4:45:00 PM",3,22.5
Novitiate,"Nov 27, 2017 7:30:00 PM",3,27.5
Novitiate,"Nov 28, 2017 4:30:00 PM",3,15.0
Novitiate,"Nov 29, 2017 4:45:00 PM",3,22.5
Novitiate,"Nov 29, 2017 7:30:00 PM",3,27.75
Novitiate,"Nov 30, 2017 4:45:00 PM",4,32.25
Novitiate,"Nov 30, 2017 7:30:00 PM",10,87.0
Obit.,"Mar 19, 2018 7:30:00 PM",56,330.0
Ocean Waves,"Mar 25, 2017 4:30:00 PM",40,318.75
Ocean Waves,"Mar 26, 2017 4:30:00 PM",37,289.5
Oh Lucy!,"Jun 13, 2018 6:30:00 PM",33,299.75
Oh Lucy!,"Jun 14, 2018 4:00:00 PM",22,174.0
Oh Lucy!,"Jun 9, 2018 5:00:00 PM",37,295.75
Okko’s Inn,"Jun 1, 2019 2:30:00 PM",38,292.75
On the Beach at Night Alone,"Jan 28, 2018 7:30:00 PM",17,161.0
On the Beach at Night Alone,"Jan 29, 2018 7:30:00 PM",16,144.0
On the Beach at Night Alone,"Jan 31, 2018 7:30:00 PM",19,126.5
One More Time with Feeling,"Sep 8, 2016 9:00:00 PM",78,775.5
One Week and a Day,"Jun 18, 2017 7:00:00 PM",64,640.0
One Week and a Day,"Jun 25, 2017 4:30:00 PM",30,292.0
Ophelia,"Aug 2, 2019 4:30:00 PM",8,67.0
Ophelia,"Aug 3, 2019 4:30:00 PM",8,58.25
Ophelia,"Aug 4, 2019 2:30:00 PM",19,140.5
Ophelia,"Aug 5, 2019 7:30:00 PM",12,66.0
Ophelia,"Aug 7, 2019 5:00:00 PM",14,115.0
Ophelia,"Aug 8, 2019 4:30:00 PM",14,115.0
Oscar Trivia Night,"Feb 17, 2019 7:00:00 PM",18,126.0
Oscar Trivia Night,"Feb 25, 2018 7:00:00 PM",42,294.0
Our Heavenly Bodies,"Mar 29, 2017 8:30:00 PM",59,590.0
Paddington 2,"Jul 6, 2019 11:30:00 AM",56,0.0
Paddington 2,"Jul 7, 2019 11:30:00 AM",34,0.0
Pasolini,"Jun 21, 2019 5:00:00 PM",7,58.25
Pasolini,"Jun 22, 2019 5:00:00 PM",9,73.5
Pasolini,"Jun 23, 2019 7:30:00 PM",12,109.5
Pasolini,"Jun 24, 2019 5:00:00 PM",3,16.0
Pasolini,"Jun 25, 2019 7:30:00 PM",4,22.0
Pasolini,"Jun 27, 2019 5:00:00 PM",6,48.75
Paterson,"Feb 17, 2017 5:00:00 PM",26,205.5
Paterson,"Feb 17, 2017 7:30:00 PM",52,441.75
Paterson,"Feb 18, 2017 2:30:00 PM",36,279.75
Paterson,"Feb 18, 2017 5:00:00 PM",50,379.5
Paterson,"Feb 18, 2017 7:30:00 PM",114,962.5
Paterson,"Feb 19, 2017 12:00:00 PM",18,130.5
Paterson,"Feb 19, 2017 2:30:00 PM",52,403.75
Paterson,"Feb 19, 2017 5:00:00 PM",34,254.25
Paterson,"Feb 19, 2017 7:30:00 PM",27,240.0
Paterson,"Feb 20, 2017 4:30:00 PM",30,215.25
Paterson,"Feb 21, 2017 5:00:00 PM",9,70.5
Paterson,"Feb 21, 2017 7:30:00 PM",27,231.25
Paterson,"Feb 22, 2017 5:00:00 PM",8,63.75
Paterson,"Feb 22, 2017 7:30:00 PM",35,300.25
Paterson,"Feb 23, 2017 5:00:00 PM",31,228.75
Paterson,"Feb 23, 2017 7:30:00 PM",33,293.75
Paterson,"Feb 24, 2017 10:00:00 PM",18,165.0
Paterson,"Feb 24, 2017 5:00:00 PM",38,289.5
Paterson,"Feb 25, 2017 10:00:00 PM",15,140.25
Paterson,"Feb 25, 2017 5:00:00 PM",87,679.5
Paterson,"Feb 26, 2017 5:00:00 PM",32,231.75
Paterson,"Feb 27, 2017 7:00:00 PM",18,160.5
Paterson,"Feb 28, 2017 4:30:00 PM",23,180.0
Paterson,"Mar 1, 2017 10:00:00 PM",11,95.25
Paterson,"Mar 1, 2017 5:00:00 PM",14,108.75
Paterson,"Mar 2, 2017 10:00:00 PM",21,181.75
Paterson,"Mar 2, 2017 5:00:00 PM",29,228.75
Pavarotti,"Aug 11, 2019 2:30:00 PM",48,389.25
Pavarotti,"Aug 13, 2019 7:30:00 PM",51,418.0
Pavarotti,"Aug 2, 2019 7:00:00 PM",31,260.5
Pavarotti,"Aug 3, 2019 7:00:00 PM",65,559.25
Pavarotti,"Aug 4, 2019 5:00:00 PM",65,513.75
Pavarotti,"Aug 6, 2019 5:00:00 PM",52,411.0
Pavarotti,"Aug 8, 2019 7:00:00 PM",143,1164.25
Persona,"Sep 10, 2018 7:30:00 PM",82,694.75
Pet Sematary,"Aug 16, 2019 9:30:00 PM",7,48.0
Pet Sematary,"Aug 17, 2019 9:30:00 PM",9,64.0
Pet Sematary,"Aug 22, 2019 9:30:00 PM",10,80.0
Phantasm,"Oct 19, 2018 10:00:00 PM",18,128.0
Phantasm,"Oct 20, 2018 10:00:00 PM",10,72.0
Phantom Thread,"Feb 1, 2018 4:30:00 PM",20,159.0
Phantom Thread,"Feb 1, 2018 7:30:00 PM",29,230.75
Phantom Thread,"Jan 19, 2018 4:30:00 PM",37,278.0
Phantom Thread,"Jan 19, 2018 7:30:00 PM",93,828.75
Phantom Thread,"Jan 20, 2018 2:00:00 PM",51,388.5
Phantom Thread,"Jan 20, 2018 4:30:00 PM",47,366.0
Phantom Thread,"Jan 20, 2018 7:30:00 PM",86,783.25
Phantom Thread,"Jan 21, 2018 2:00:00 PM",51,402.0
Phantom Thread,"Jan 21, 2018 4:30:00 PM",27,213.75
Phantom Thread,"Jan 21, 2018 7:30:00 PM",12,108.0
Phantom Thread,"Jan 22, 2018 4:30:00 PM",10,79.5
Phantom Thread,"Jan 22, 2018 7:30:00 PM",30,231.0
Phantom Thread,"Jan 23, 2018 4:30:00 PM",21,159.0
Phantom Thread,"Jan 24, 2018 4:30:00 PM",14,111.0
Phantom Thread,"Jan 24, 2018 7:30:00 PM",25,229.0
Phantom Thread,"Jan 25, 2018 4:30:00 PM",10,77.25
Phantom Thread,"Jan 25, 2018 7:30:00 PM",38,352.5
Phantom Thread,"Jan 26, 2018 4:30:00 PM",25,198.75
Phantom Thread,"Jan 26, 2018 7:30:00 PM",94,822.0
Phantom Thread,"Jan 27, 2018 2:00:00 PM",22,149.25
Phantom Thread,"Jan 27, 2018 4:30:00 PM",25,198.0
Phantom Thread,"Jan 27, 2018 7:30:00 PM",71,570.75
Phantom Thread,"Jan 28, 2018 2:00:00 PM",23,158.0
Phantom Thread,"Jan 28, 2018 4:30:00 PM",48,381.5
Phantom Thread,"Jan 29, 2018 4:30:00 PM",7,57.0
Phantom Thread,"Jan 30, 2018 4:30:00 PM",9,69.0
Phantom Thread,"Jan 31, 2018 4:30:00 PM",16,126.75
Phantom of the Paradise,"Aug 20, 2016 10:00:00 PM",54,432.0
Phantom of the Paradise,"Aug 25, 2016 10:00:00 PM",12,96.0
Plus One,"Jul 1, 2019 7:30:00 PM",10,84.0
Plus One,"Jul 2, 2019 5:00:00 PM",5,43.0
Plus One,"Jul 4, 2019 5:00:00 PM",5,24.0
Plus One,"Jun 28, 2019 5:00:00 PM",4,35.0
Plus One,"Jun 29, 2019 2:30:00 PM",11,66.25
Plus One,"Jun 30, 2019 5:00:00 PM",6,51.75
Police Story,"Feb 1, 2019 9:30:00 PM",15,88.0
Police Story,"Feb 2, 2019 9:30:00 PM",23,160.0
Police Story,"Feb 3, 2019 12:00:00 PM",11,91.5
Police Story,"Feb 7, 2019 9:30:00 PM",7,48.0
Polyester ,"Jun 15, 2019 9:30:00 PM",16,96.0
Polyester ,"Jun 20, 2019 9:30:00 PM",17,112.0
Possession,"Oct 12, 2016 10:00:00 PM",75,600.0
Prom Night,"Oct 17, 2018 10:00:00 PM",19,120.0
Punch-Drunk Love,"Feb 10, 2017 10:00:00 PM",7,56.0
Punch-Drunk Love,"Feb 11, 2017 10:00:00 PM",11,72.0
Punch-Drunk Love,"Feb 16, 2017 10:00:00 PM",9,72.0
R.S.,"Feb 24, 2019 7:00:00 PM",102,1530.0
RBG,"Aug 31, 2018 4:30:00 PM",33,245.25
RBG,"Jul 1, 2018 11:30:00 AM",63,529.75
RBG,"Jun 1, 2018 7:30:00 PM",73,658.0
RBG,"Jun 10, 2018 7:30:00 PM",73,680.25
RBG,"Jun 11, 2018 5:00:00 PM",31,252.0
RBG,"Jun 12, 2018 7:30:00 PM",88,810.75
RBG,"Jun 13, 2018 4:00:00 PM",17,121.5
RBG,"Jun 14, 2018 6:30:00 PM",78,712.5
RBG,"Jun 2, 2018 12:00:00 PM",24,180.5
RBG,"Jun 2, 2018 5:00:00 PM",84,697.25
RBG,"Jun 23, 2018 11:30:00 AM",37,305.0
RBG,"Jun 24, 2018 11:30:00 AM",59,482.75
RBG,"Jun 3, 2018 2:30:00 PM",63,528.75
RBG,"Jun 3, 2018 7:30:00 PM",58,534.5
RBG,"Jun 30, 2018 11:30:00 AM",38,312.25
RBG,"Jun 4, 2018 5:00:00 PM",60,487.25
RBG,"Jun 6, 2018 4:00:00 PM",50,410.0
RBG,"Jun 6, 2018 6:20:00 PM",68,617.0
RBG,"Jun 7, 2018 4:00:00 PM",34,278.0
RBG,"Jun 7, 2018 6:20:00 PM",54,505.75
RBG,"Jun 8, 2018 5:00:00 PM",2,16.75
RBG,"Jun 9, 2018 12:00:00 PM",102,844.5
RBG,"May 24, 2018 7:30:00 PM",28,243.0
RBG,"May 25, 2018 5:00:00 PM",42,350.25
RBG,"May 25, 2018 7:30:00 PM",104,927.75
RBG,"May 26, 2018 2:30:00 PM",58,483.5
RBG,"May 26, 2018 5:00:00 PM",41,338.5
RBG,"May 26, 2018 7:30:00 PM",59,530.25
RBG,"May 27, 2018 2:30:00 PM",80,643.25
RBG,"May 27, 2018 5:00:00 PM",75,621.5
RBG,"May 27, 2018 7:30:00 PM",79,718.75
RBG,"May 28, 2018 5:00:00 PM",89,706.75
RBG,"May 28, 2018 7:30:00 PM",80,709.75
RBG,"May 29, 2018 5:00:00 PM",68,538.0
RBG,"May 30, 2018 5:00:00 PM",64,536.25
RBG,"May 31, 2018 5:00:00 PM",72,575.0
RBG,"May 31, 2018 7:30:00 PM",103,967.75
RBG,"Sep 1, 2018 12:00:00 PM",35,295.75
RBG,"Sep 2, 2018 7:00:00 PM",88,808.5
RBG,"Sep 5, 2018 4:30:00 PM",27,212.5
Rafiki,"May 10, 2019 7:30:00 PM",16,145.0
Rafiki,"May 11, 2019 5:00:00 PM",6,42.25
Rafiki,"May 12, 2019 2:00:00 PM",6,48.75
Rafiki,"May 12, 2019 7:30:00 PM",9,56.5
Rafiki,"May 13, 2019 4:30:00 PM",5,41.5
Rafiki,"May 15, 2019 5:00:00 PM",1,8.75
Rafiki,"May 16, 2019 7:30:00 PM",21,201.75
Raw,"Aug 16, 2017 10:00:00 PM",102,0.0
Red Joan,"Jun 1, 2019 12:00:00 PM",9,59.5
Red Joan,"Jun 2, 2019 2:30:00 PM",20,155.0
Red Joan,"Jun 3, 2019 5:00:00 PM",9,74.25
Red Joan,"Jun 5, 2019 5:00:00 PM",14,114.25
Red Joan,"Jun 6, 2019 5:00:00 PM",24,182.0
Red Joan,"May 24, 2019 7:00:00 PM",21,177.75
Red Joan,"May 25, 2019 7:00:00 PM",39,347.0
Red Joan,"May 26, 2019 4:30:00 PM",67,543.75
Red Joan,"May 27, 2019 5:00:00 PM",42,332.5
Red Joan,"May 28, 2019 5:00:00 PM",10,65.5
Red Joan,"May 29, 2019 4:30:00 PM",24,193.5
Red Joan,"May 30, 2019 5:00:00 PM",3,24.75
Retablo,"Apr 20, 2019 5:00:00 PM",27,216.25
Revenge,"Jun 1, 2018 10:00:00 PM",29,208.0
Revenge,"Jun 2, 2018 10:00:00 PM",14,112.0
Revenge,"Jun 6, 2018 8:45:00 PM",15,145.25
Robot & Frank,"Mar 12, 2018 7:30:00 PM",29,222.5
Rogers Park,"Jun 26, 2018 7:30:00 PM",56,484.0
Rollerball,"Feb 10, 2018 10:00:00 PM",16,104.0
Roma,"Dec 14, 2018 7:00:00 PM",55,446.75
Roma,"Dec 15, 2018 7:00:00 PM",83,719.75
Roma,"Dec 16, 2018 12:00:00 PM",23,194.5
Roma,"Dec 16, 2018 2:30:00 PM",44,353.75
Roma,"Dec 17, 2018 4:30:00 PM",16,132.5
Roma,"Dec 18, 2018 4:15:00 PM",24,194.75
Roma,"Dec 19, 2018 4:30:00 PM",26,218.5
Roma,"Dec 20, 2018 4:30:00 PM",18,147.0
Roma,"Dec 20, 2018 7:15:00 PM",52,470.0
Roma,"Mar 1, 2019 4:30:00 PM",18,131.0
Roma,"Mar 1, 2019 7:30:00 PM",41,343.25
Roma,"Mar 2, 2019 2:00:00 PM",46,383.75
Roma,"Mar 3, 2019 4:00:00 PM",48,395.25
Rosa Chumbe,"Sep 23, 2017 6:15:00 PM",18,164.0
Rosa Chumbe,"Sep 26, 2017 4:00:00 PM",6,44.0
Rosa Chumbe,"Sep 28, 2017 5:00:00 PM",6,58.5
Rosemary's Baby,"Oct 14, 2016 10:00:00 PM",54,432.0
Rosemary's Baby,"Oct 15, 2016 10:00:00 PM",49,392.0
Rosemary's Baby,"Oct 20, 2016 10:00:00 PM",25,136.0
Rubber,"Apr 26, 2019 9:30:00 PM",32,248.0
Rubber,"Apr 27, 2019 9:30:00 PM",28,200.0
Ruben Blades is Not My Name,"Apr 21, 2019 7:30:00 PM",10,92.0
"Ruben Brandt, Collector","Mar 22, 2019 5:00:00 PM",9,78.75
"Ruben Brandt, Collector","Mar 23, 2019 5:00:00 PM",20,147.75
"Ruben Brandt, Collector","Mar 24, 2019 7:30:00 PM",17,117.25
"Ruben Brandt, Collector","Mar 25, 2019 5:00:00 PM",12,98.25
"Ruben Brandt, Collector","Mar 26, 2019 7:30:00 PM",16,122.0
Santa Sangre,"Sep 22, 2017 10:00:00 PM",35,320.5
Santa Sangre,"Sep 27, 2017 8:30:00 PM",41,392.0
Santa Sangre,"Sep 28, 2017 10:00:00 PM",21,196.5
Satan & Adam,"Apr 24, 2019 7:30:00 PM",7,10.0
Saving Brinton,"Nov 12, 2018 7:00:00 PM",32,296.0
Scarlet Diva,"Jun 22, 2018 10:00:00 PM",5,24.0
Scarlet Diva,"Jun 23, 2018 10:00:00 PM",3,24.0
Science Fair,"Mar 13, 2019 5:00:00 PM",10,75.0
Science Fair,"Mar 9, 2019 12:00:00 PM",14,104.5
Science Fair,"Mar 9, 2019 2:30:00 PM",16,120.75
Science on Screen: Bombshell: The Hedy Lamarr Story,"Apr 2, 2018 7:30:00 PM",2,20.0
Selma,"Jan 15, 2018 7:15:00 PM",6,55.5
Selma,"Jan 18, 2018 7:15:00 PM",9,87.75
Sex Work Activism: Body Politics and Human Rights,"Dec 17, 2018 7:00:00 PM",1,0.0
Shadow,"Jun 1, 2019 7:30:00 PM",40,351.75
Shadow,"Jun 2, 2019 5:00:00 PM",14,121.0
Shadow,"Jun 4, 2019 5:00:00 PM",8,59.75
Shadow,"Jun 6, 2019 7:30:00 PM",32,275.0
Shadow,"May 31, 2019 7:30:00 PM",11,103.0
Shalom Bollywood: The Untold Story of Indian Cinema,"Mar 31, 2019 7:00:00 PM",93,870.0
Shoplifters,"Feb 1, 2019 7:00:00 PM",58,530.0
Shoplifters,"Feb 2, 2019 11:30:00 AM",27,211.25
Shoplifters,"Feb 3, 2019 5:00:00 PM",43,332.0
Shoplifters,"Feb 5, 2019 5:00:00 PM",17,123.75
Shoplifters,"Feb 7, 2019 7:00:00 PM",34,268.25
Shoplifters,"Jan 25, 2019 4:00:00 PM",20,168.25
Shoplifters,"Jan 26, 2019 7:00:00 PM",64,571.25
Shoplifters,"Jan 27, 2019 2:30:00 PM",55,446.5
Shoplifters,"Jan 28, 2019 5:00:00 PM",16,136.25
Shoplifters,"Jan 30, 2019 7:30:00 PM",2,17.0
Silence,"Feb 21, 2017 7:00:00 PM",3,25.75
Skate Kitchen,"Sep 15, 2018 4:45:00 PM",8,43.0
Skate Kitchen,"Sep 19, 2018 4:45:00 PM",3,26.25
Skate Kitchen,"Sep 20, 2018 7:15:00 PM",18,172.0
Slice,"Apr 1, 2019 5:00:00 PM",6,41.5
Slice,"Mar 29, 2019 9:30:00 PM",13,93.0
Slice,"Mar 30, 2019 2:30:00 PM",3,17.5
Slice,"Mar 30, 2019 9:30:00 PM",5,40.0
Smart 'n Spooky Kids,"Oct 28, 2017 11:30:00 AM",138,0.0
Smart 'n Spooky Kids,"Oct 29, 2017 11:30:00 AM",49,0.0
Solaris,"Sep 11, 2017 7:00:00 PM",121,1170.0
Solaris,"Sep 13, 2017 4:00:00 PM",17,170.0
Sonita,"May 9, 2017 7:00:00 PM",58,568.0
Sorry to Bother You,"Aug 1, 2018 10:00:00 PM",17,136.0
Sorry to Bother You,"Aug 1, 2018 5:00:00 PM",9,75.75
Sorry to Bother You,"Aug 1, 2018 7:30:00 PM",34,327.0
Sorry to Bother You,"Aug 2, 2018 10:00:00 PM",26,192.0
Sorry to Bother You,"Aug 2, 2018 5:00:00 PM",15,129.0
Sorry to Bother You,"Aug 2, 2018 7:30:00 PM",66,617.25
Sorry to Bother You,"Jul 20, 2018 10:00:00 PM",36,288.0
Sorry to Bother You,"Jul 20, 2018 5:00:00 PM",35,284.75
Sorry to Bother You,"Jul 20, 2018 7:30:00 PM",107,1008.25
Sorry to Bother You,"Jul 21, 2018 10:00:00 PM",38,304.0
Sorry to Bother You,"Jul 21, 2018 2:30:00 PM",69,574.0
Sorry to Bother You,"Jul 21, 2018 5:00:00 PM",35,293.5
Sorry to Bother You,"Jul 21, 2018 7:30:00 PM",78,741.0
Sorry to Bother You,"Jul 22, 2018 2:30:00 PM",13,110.75
Sorry to Bother You,"Jul 22, 2018 5:00:00 PM",38,322.75
Sorry to Bother You,"Jul 22, 2018 7:30:00 PM",75,711.5
Sorry to Bother You,"Jul 23, 2018 5:00:00 PM",18,151.5
Sorry to Bother You,"Jul 23, 2018 7:30:00 PM",39,361.75
Sorry to Bother You,"Jul 24, 2018 5:00:00 PM",19,153.0
Sorry to Bother You,"Jul 25, 2018 10:00:00 PM",12,80.0
Sorry to Bother You,"Jul 25, 2018 5:00:00 PM",21,177.0
Sorry to Bother You,"Jul 25, 2018 7:30:00 PM",55,516.25
Sorry to Bother You,"Jul 26, 2018 2:30:00 PM",43,357.75
Sorry to Bother You,"Jul 26, 2018 5:00:00 PM",10,83.0
Sorry to Bother You,"Jul 26, 2018 7:30:00 PM",59,548.75
Sorry to Bother You,"Jul 27, 2018 2:30:00 PM",5,43.75
Sorry to Bother You,"Jul 27, 2018 5:00:00 PM",17,143.5
Sorry to Bother You,"Jul 27, 2018 7:30:00 PM",41,366.75
Sorry to Bother You,"Jul 28, 2018 2:30:00 PM",20,168.0
